App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 03:16:16 PM","1 min 36 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load (Normalized) [%]",
49243,0,49435,1761740,49434,0,49441,44,
49346,0,49536,1761740,49535,0,49546,5,
49441,0,49638,1761480,49636,0,49648,40,
49546,0,49739,1760712,49737,0,49754,37,
49648,0,49840,1760732,49839,0,49847,49,
49656,1,49940,1760912,49939,0,49947,22,
49755,1,50042,1760472,50040,0,50048,26,
49847,1,50143,1760592,50141,0,50150,23,
49948,1,50243,1760816,50242,0,50258,20,
50048,1,50343,1760608,50342,0,50348,31,
50150,1,50446,1760660,50444,0,50464,23,
50258,1,50544,1760660,50543,0,50554,27,
50348,1,50645,1760712,50644,0,50660,20,
50464,1,50747,1760768,50745,0,50762,20,
50558,1,50847,1760768,50846,0,50856,23,
50661,1,50947,1760828,50946,0,50959,23,
50763,1,51048,1760732,51047,0,51065,28,
50857,1,51149,1760792,51148,0,51160,31,
50959,1,51253,1760852,51250,0,51265,29,
51065,1,51352,1760876,51350,0,51361,25,
51160,1,51454,1760936,51451,0,51465,24,
51265,1,51555,1760996,51553,0,51562,26,
51361,1,51655,1760944,51654,0,51673,23,
51466,1,51758,1760836,51754,0,51765,53,
51563,1,51859,1762108,51858,0,51868,74,
51673,1,51957,1762516,51955,0,51964,75,
51765,1,52057,1763528,52056,0,52077,78,
51868,1,52158,1763704,52157,0,52165,79,
51964,1,52260,1764124,52259,0,52267,73,
52077,1,52359,1764084,52358,0,52371,76,
52165,1,52459,1764228,52458,0,52465,62,
52267,1,52560,1764288,52559,0,52564,50,
52371,1,52660,1764468,52659,0,52665,47,
52465,1,52760,1764712,52759,0,52765,48,
52565,1,52860,1764612,52860,0,52865,51,
52666,1,52961,1764672,52960,0,52966,49,
52765,1,53061,1765516,53060,0,53077,50,
52866,1,53162,1765912,53161,0,53168,58,
52969,1,53263,1765932,53262,0,53273,44,
53078,1,53364,1766116,53363,0,53374,35,
53169,1,53464,1766300,53463,0,53475,33,
53273,1,53565,1762052,53565,0,53576,36,
53374,1,53667,1762052,53666,0,53675,29,
53476,1,53772,1761976,53767,0,53802,19,
53576,1,53871,1761952,53870,0,53905,78,
53676,1,53975,1763048,53974,0,53994,97,
53802,1,54073,1763096,54072,0,54086,100,
53932,1,54173,1763512,54172,0,54181,89,
53994,1,54275,1762596,54273,0,54292,80,
54086,1,54375,1762568,54374,0,54386,54,
54181,1,54475,1761408,54474,0,54491,82,
54293,1,54576,1757080,54575,0,54581,50,
54386,1,54678,1757384,54676,0,54693,16,
54492,1,54778,1757460,54777,0,54794,14,
54582,1,54879,1757584,54878,0,54890,19,
54693,1,54981,1757584,54979,0,54988,7,
54794,1,55081,1757708,55079,0,55087,1,
54890,1,55181,1757708,55180,0,55190,4,
54989,1,55282,1756896,55281,0,55289,3,
55088,1,55383,1757076,55381,0,55389,4,
55191,1,55483,1757388,55482,0,55492,17,
55289,1,55585,1757568,55583,0,55595,7,
55390,1,55685,1757688,55684,0,55692,6,
55492,1,55786,1757916,55785,0,55794,3,
55596,1,55887,1757976,55886,0,55900,3,
55692,1,55988,1757944,55986,0,55994,13,
55794,1,56088,1758004,56087,0,56095,1,
55901,1,56190,1758004,56189,0,56196,1,
55995,1,56291,1759772,56290,0,56297,22,
56095,1,56392,1760216,56391,0,56396,39,
56196,1,56491,1760340,56491,0,56496,40,
56297,1,56592,1760464,56591,0,56599,38,
56397,1,56693,1760604,56692,0,56697,44,
56497,1,56793,1760604,56792,0,56798,40,
56600,1,56893,1760300,56893,0,56899,30,
56697,1,56994,1760476,56993,0,56999,32,
56798,1,57094,1760656,57094,0,57099,27,
56899,1,57195,1760716,57194,0,57201,29,
56999,1,57296,1761080,57295,0,57302,27,
57100,1,57397,1762344,57395,0,57402,35,
57202,1,57497,1762964,57496,0,57503,28,
57303,1,57597,1764492,57597,0,57610,33,
57403,1,57698,1761036,57697,0,57708,76,
57504,1,57799,1762396,57797,0,57809,47,
57610,1,57898,1762912,57898,0,57904,38,
57708,1,57999,1762912,57998,0,58007,34,
57809,1,58099,1763408,58098,0,58105,38,
57904,1,58200,1765640,58199,0,58213,34,
58007,1,58300,1764524,58299,0,58306,32,
58105,1,58400,1765516,58399,0,58406,42,
58213,1,58500,1770208,58500,0,58506,37,
58306,1,58601,1770332,58600,0,58608,36,
58406,1,58703,1774920,58702,0,58712,70,
