App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 04:04:44 PM","15 min 35 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
24954,1,25036,1616072,25039,2,25037,1400000,
25039,1,25151,1616072,25154,5,25152,1400000,
25154,1,25237,1616072,25240,6,25237,1400000,
25240,1,25352,1616072,25355,3,25352,1400000,
25355,1,25437,1616072,25442,2,25438,1400000,
25442,1,25552,1616072,25555,5,25553,1400000,
25555,1,25638,1616080,25641,2,25638,1400000,
25641,1,25752,1616080,25756,13,25753,1400000,
25756,1,25838,1616080,25841,6,25839,1400000,
25841,1,25953,1616080,25956,7,25954,1400000,
25956,1,26039,1616080,26042,5,26039,1400000,
26042,1,26154,1616080,26157,5,26155,1400000,
26157,1,26239,1616080,26242,2,26240,1400000,
26242,1,26354,1616080,26357,3,26354,1400000,
26357,1,26442,1616080,26445,2,26442,1400000,
26445,1,26555,1616080,26558,5,26555,1400000,
26558,1,26641,1616080,26643,0,26641,1400000,
26644,1,26755,1616080,26758,9,26756,1400000,
26759,1,26841,1616080,26844,5,26841,1400000,
26844,1,26955,1616080,26959,5,26956,1400000,
26959,1,27042,1616080,27045,2,27042,1400000,
27045,1,27157,1616204,27160,5,27157,1400000,
27160,1,27242,1616204,27245,4,27242,1400000,
27245,1,27358,1616204,27361,5,27358,1400000,
27361,1,27442,1616204,27445,8,27443,1400000,
27446,1,27557,1616204,27560,5,27558,1400000,
27561,1,27643,1616212,27646,0,27643,1400000,
27646,1,27758,1616212,27761,11,27758,1400000,
27761,1,27843,1616212,27846,9,27844,1400000,
27846,1,27958,1616212,27962,5,27959,1400000,
27962,1,28044,1616212,28047,2,28045,1400000,
28047,1,28159,1616212,28162,3,28160,1400000,
28162,1,28246,1616212,28249,0,28247,1400000,
28249,1,28360,1616212,28364,5,28361,1400000,
28364,1,28446,1616212,28449,7,28446,1400000,
28449,1,28568,1616236,28573,19,28569,1400000,
28573,1,28647,1616980,28651,28,28647,1600000,
28651,1,28764,1618732,28768,26,28765,1600000,
28768,1,28814,1618856,28818,50,28815,1600000,
28818,1,28939,1618432,28942,32,28939,1600000,
28948,1,29015,1618308,29018,19,29015,1400000,
29019,1,29133,1620348,29137,14,29134,1600000,
29138,1,29217,1621040,29221,21,29218,1600000,
29221,1,29352,1630092,29360,32,29353,1600000,
29360,1,29418,1633068,29421,46,29418,1600000,
29421,1,29554,1634348,29579,41,29555,1600000,
29579,1,29620,1637820,29624,45,29620,1600000,
29624,1,29736,1638316,29740,47,29737,1600000,
29740,1,29820,1640548,29826,25,29821,1600000,
29826,1,29947,1647740,29953,21,29948,1600000,
29954,1,30021,1649724,30025,17,30022,1400000,
30025,1,30140,1650096,30144,22,30140,1400000,
30144,1,30223,1649724,30227,15,30223,1400000,
30227,1,30341,1649972,30347,10,30342,1400000,
30347,1,30424,1649972,30428,13,30424,1400000,
30428,1,30540,1650012,30543,15,30541,1400000,
30544,1,30624,1649964,30632,15,30624,1400000,
30633,1,30743,1649964,30746,30,30743,1400000,
30747,1,30825,1649964,30829,8,30826,1400000,
30829,1,30948,1649964,30951,19,30949,1400000,
30953,1,31026,1650236,31034,28,31026,1400000,
31034,1,31143,1651104,31147,29,31144,1400000,
31147,1,31226,1652220,31230,16,31227,1400000,
31230,1,31352,1652716,31356,33,31352,1600000,
31356,1,31427,1652716,31432,37,31428,1600000,
31433,1,31552,1652716,31558,19,31553,1400000,
31558,1,31631,1652724,31635,19,31632,1400000,
31636,1,31749,1652724,31753,12,31749,1400000,
31753,1,31832,1652724,31840,10,31832,1400000,
31840,1,31947,1652724,31950,16,31947,1400000,
31950,1,32032,1652724,32035,2,32033,1400000,
32036,1,32147,1652724,32150,1,32147,1400000,
32150,1,32233,1652848,32236,0,32233,1400000,
32236,1,32347,1652848,32350,1,32348,1400000,
32351,1,32433,1652848,32436,4,32434,1400000,
32436,1,32548,1652840,32551,0,32549,1400000,
32552,1,32634,1652832,32637,4,32634,1400000,
32637,1,32750,1652832,32754,0,32751,1400000,
32755,1,32835,1652832,32838,7,32836,1400000,
32838,1,32950,1652832,32953,0,32951,1400000,
32953,1,33036,1652956,33039,0,33036,1400000,
33039,1,33153,1652956,33156,3,33154,1400000,
