App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 03:16:15 PM","1 min 36 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
50709,1,50980,1704524,51002,8,50980,1400000,
50781,1,51080,1704400,51085,10,51080,1400000,
50883,1,51180,1704400,51182,10,51181,1400000,
51003,1,51280,1704400,51307,10,51281,1400000,
51085,1,51381,1704328,51384,8,51381,1400000,
51183,1,51481,1704328,51483,12,51481,1400000,
51308,1,51583,1704288,51602,5,51584,1400000,
51384,1,51686,1704336,51689,4,51686,1400000,
51483,1,51785,1704460,51787,2,51786,1400000,
51602,1,51885,1704460,51902,1,51886,1400000,
51689,1,51986,1704460,51988,0,51986,1400000,
51788,1,52086,1704460,52088,4,52086,1400000,
51902,1,52186,1704460,52203,1,52187,1400000,
51988,1,52286,1704460,52289,2,52287,1400000,
52088,1,52387,1704460,52389,2,52387,1400000,
52204,1,52544,1704160,52565,16,52545,1600000,
52289,1,52594,1704796,52597,25,52595,1600000,
52389,1,52695,1706516,52697,24,52695,1600000,
52565,1,52795,1707756,52815,25,52796,1600000,
52598,1,52896,1708944,52898,25,52896,1600000,
52697,1,52997,1712540,52999,17,52997,1600000,
52815,1,53096,1712612,53140,17,53097,1600000,
52898,1,53250,1704480,53257,20,53251,1600000,
