App,Package,Start Time,Duration,Filename
"System",,"Jul 17, 2018 @ 09:52:31 PM","57 min 32 sec","trepnTemp.db"

Time  [ms],"Screen State",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",Time  [ms],"CPU4 Frequency [kHz]",
34643,1,34740,1626504,34743,4,34740,1400000,
34743,1,34840,1626504,34844,2,34841,1400000,
34845,1,34940,1626628,34944,6,34941,1400000,
34944,1,35041,1626628,35044,1,35041,1400000,
35044,1,35141,1626628,35144,4,35141,1400000,
35144,1,35241,1626628,35244,1,35242,1400000,
35244,1,35341,1626628,35345,4,35342,1400000,
35345,1,35441,1626628,35445,2,35442,1400000,
35446,1,35542,1626628,35545,2,35542,1400000,
35545,1,35642,1626652,35646,1,35643,1400000,
35646,1,35742,1626628,35746,6,35743,1400000,
35746,1,35843,1626628,35847,4,35843,1400000,
35847,1,35943,1626628,35946,4,35943,1400000,
35947,1,36043,1626628,36047,6,36043,1400000,
36047,1,36143,1626628,36149,6,36144,1400000,
36150,1,36243,1626628,36247,0,36244,1400000,
36247,1,36344,1626628,36348,13,36344,1400000,
36349,1,36444,1626628,36447,6,36444,1400000,
36447,1,36544,1626628,36549,8,36545,1400000,
36549,1,36644,1626692,36648,2,36645,1400000,
36648,1,36745,1626636,36750,4,36745,1400000,
36750,1,36845,1626760,36848,3,36845,1400000,
36848,1,36945,1626760,36948,4,36946,1400000,
36949,1,37045,1626760,37049,2,37046,1400000,
37049,1,37146,1626760,37149,1,37146,1400000,
37149,1,37246,1626760,37249,6,37246,1400000,
37250,1,37346,1626760,37349,2,37347,1400000,
37350,1,37446,1626760,37450,0,37447,1400000,
37450,1,37547,1626760,37550,3,37547,1400000,
37551,1,37647,1626808,37651,2,37647,1400000,
37651,1,37747,1626760,37751,4,37748,1400000,
37751,1,37847,1626760,37850,2,37848,1400000,
37851,1,37948,1626760,37952,0,37949,1400000,
37952,1,38049,1626760,38052,4,38049,1400000,
38052,1,38149,1626760,38153,3,38149,1400000,
38153,1,38249,1626760,38253,6,38250,1400000,
38253,1,38350,1626760,38353,8,38350,1400000,
38353,1,38450,1626760,38454,2,38451,1400000,
38454,1,38550,1626760,38554,5,38551,1400000,
38554,1,38651,1626808,38654,4,38651,1400000,
38654,1,38751,1626768,38755,4,38751,1400000,
38755,1,38851,1626768,38855,6,38852,1400000,
38856,1,38952,1626768,38956,2,38953,1400000,
38956,1,39055,1627996,39060,23,39056,1400000,
39060,1,39160,1627748,39166,14,39161,1600000,
39167,1,39262,1629556,39265,7,39263,1600000,
39266,1,39363,1631044,39366,5,39363,1600000,
39367,1,39463,1632036,39466,11,39463,1600000,
39466,1,39563,1632036,39566,2,39563,1400000,
39566,1,39663,1627980,39667,6,39664,1400000,
39667,1,39763,1628024,39767,4,39764,1400000,
39767,1,39864,1628148,39868,4,39864,1400000,
39868,1,39964,1628148,39968,8,39965,1400000,
39968,1,40064,1628024,40068,8,40065,1400000,
40068,1,40164,1628024,40168,4,40165,1400000,
40168,1,40265,1628024,40268,6,40265,1400000,
40268,1,40365,1628024,40368,8,40365,1400000,
40368,1,40465,1627900,40468,11,40466,1400000,
40469,1,40565,1627900,40568,2,40566,1400000,
40569,1,40666,1627884,40669,2,40666,1400000,
40670,1,40766,1627948,40770,2,40767,1400000,
40770,1,40866,1627892,40869,6,40867,1400000,
40870,1,40967,1627892,40970,4,40967,1400000,
40970,1,41067,1627892,41070,4,41067,1400000,
41070,1,41167,1627892,41170,4,41167,1400000,
41171,1,41268,1627892,41273,4,41269,1400000,
41273,1,41368,1628140,41372,4,41369,1400000,
41373,1,41469,1628264,41475,23,41469,1600000,
41475,1,41569,1628140,41572,22,41569,1600000,
41572,1,41669,1628116,41674,2,41670,1400000,
41674,1,41770,1628140,41773,6,41770,1400000,
41774,1,41870,1628140,41875,4,41870,1400000,
41875,1,41970,1628832,41976,8,41971,1600000,
41976,1,42071,1627964,42074,22,42071,1600000,
42074,1,42171,1629772,42174,25,42171,1600000,
42174,1,42271,1631144,42275,31,42272,1600000,
42275,1,42372,1632384,42375,19,42372,1600000,
42376,1,42472,1632632,42475,13,42472,1400000,
42476,1,42572,1627920,42576,11,42573,1400000,
42576,1,42672,1627816,42676,4,42673,1400000,
42676,1,42773,1627776,42776,3,42773,1400000,
42777,1,42873,1627900,42876,2,42873,1400000,
42877,1,42973,1627900,42977,4,42974,1400000,
42977,1,43073,1627900,43077,2,43074,1400000,
43077,1,43174,1627900,43177,5,43174,1400000,
43177,1,43274,1627900,43277,1,43274,1400000,
43278,1,43374,1628024,43377,4,43375,1400000,
